Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
32.75.507,False,False,True,23577,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1700,1799,Steel,L. 10 1/4 in. (26 cm); L. of head 4 in. (10.2 cm); W. 2 3/16 in. (5.6 cm); Wt. 1.8 oz. (51 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23577,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.508,False,False,True,23578,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 9 5/8 in. (24.4 cm); L. of head 3 in. (7.6 cm); W. 1 1/2 in. (3.8 cm); Wt. 1.3 oz. (36.9 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23578,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.509,False,False,True,23579,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 17 1/4 in. (43.8 cm); L. of head 7 13/16 in. (19.8 cm); W. 7/8 in. (2.2 cm); Wt. 3.1 oz. (87.9 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23579,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.510,False,False,True,23580,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 13 3/4 in. (34.9 cm); L. of head 7 5/8 in. (19.4 cm); W. 3/4 in. (1.9 cm); Wt. 3.1 oz. (87.9 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23580,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.511,False,False,True,23581,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 11 3/4 in. (29.9 cm); L. of head 5 in. (12.7 cm); W. 3/4 in. (1.9 cm); Wt. 1.8 oz. (51 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23581,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.512,False,False,True,23582,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,probably 16th century,1501,1600,Steel,L. 14 3/8 in. (36.6 cm); L. of head 4 3/4 in. (12.1 cm); W. 2 3/8 in. (6 cm); Wt. 2.9 oz. (82.2 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23582,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.513,False,False,True,23583,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 8 1/2 in. (21.6 cm); L. of head 3 7/8 in. (9.8 cm); W. 1 3/8 in. (3.5 cm); Wt. 2 oz. (56.7 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23583,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.514,False,False,True,23584,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 10 1/8 in. (25.7 cm); L. of head 2 1/2 in. (6.4 cm); W. 2 7/8 in. (7.3 cm); Wt. 1.9 oz. (53.4 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23584,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.515,False,False,True,23585,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 10 1/8 in. (25.7 cm); L. of head 1 15/16 in. (4.9 cm); W. 1 7/8 in. (4.8 cm); Wt. 1.5 oz. (42.5 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23585,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.516,False,False,True,23586,,Arms and Armor,1932.0,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,probably 16th century,1501,1600,Steel,L. 9 3/4 in. (24.8 cm); L. of head 3 5/16 in. (8.4 cm); W. 1 1/4 in. (3.2 cm); Wt. 2.2 oz. (62.4 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23586,,,"Metropolitan Museum of Art, New York, NY",,,
