Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
46.140.514,False,False,True,9146,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,ca. 1885–87,1882,1887,Blown glass,H. 2 3/4 in. (7 cm); Diam. 2 1/8 in. (5.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9146,https://www.wikidata.org/wiki/Q116331634,,"Metropolitan Museum of Art, New York, NY",,,
46.140.515,False,False,True,9147,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,ca. 1885–87,1882,1887,Blown glass,H. 2 3/4 in. (7 cm); Diam. 2 1/8 in. (5.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9147,https://www.wikidata.org/wiki/Q116331584,,"Metropolitan Museum of Art, New York, NY",,,
46.140.589,False,False,True,9148,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,129,Maker, ,Richards and Hartley Flint Glass Co.,ca. 1870–1890, ,Richards and Hartley Flint Glass Co. ,American,1867      ,1890      ,,,,ca. 1888,1885,1888,Pressed yellow glass,H. 4 1/8 in. (10.5 cm); Diam. 3 1/8 in. (7.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9148,https://www.wikidata.org/wiki/Q116331568,,"Metropolitan Museum of Art, New York, NY",,,
46.140.590,False,False,True,9149,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,129,Maker, ,Richards and Hartley Flint Glass Co.,ca. 1870–1890, ,Richards and Hartley Flint Glass Co. ,American,1867      ,1890      ,,,,ca. 1888,1885,1888,Pressed yellow glass,H. 4 1/8 in. (10.5 cm); Diam. 3 1/8 in. (7.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9149,https://www.wikidata.org/wiki/Q116331529,,"Metropolitan Museum of Art, New York, NY",,,
46.140.591,False,False,True,9150,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,129,Maker, ,Richards and Hartley Flint Glass Co.,ca. 1870–1890, ,Richards and Hartley Flint Glass Co. ,American,1867      ,1890      ,,,,ca. 1888,1885,1888,Pressed yellow glass,H. 4 1/8 in. (10.5 cm); Diam. 3 1/8 in. (7.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9150,https://www.wikidata.org/wiki/Q116331517,,"Metropolitan Museum of Art, New York, NY",,,
46.140.592,False,False,True,9151,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,129,Maker, ,Richards and Hartley Flint Glass Co.,ca. 1870–1890, ,Richards and Hartley Flint Glass Co. ,American,1867      ,1890      ,,,,ca. 1888,1885,1888,Pressed yellow glass,H. 4 1/8 in. (10.5 cm); Diam. 3 1/8 in. (7.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9151,https://www.wikidata.org/wiki/Q116331515,,"Metropolitan Museum of Art, New York, NY",,,
46.140.593,False,False,True,9152,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,129,Maker, ,Richards and Hartley Flint Glass Co.,ca. 1870–1890, ,Richards and Hartley Flint Glass Co. ,American,1867      ,1890      ,,,,ca. 1888,1885,1888,Pressed glass,H. 4 1/8 in. (10.5 cm); Diam. 3 1/8 in. (7.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9152,https://www.wikidata.org/wiki/Q116331487,,"Metropolitan Museum of Art, New York, NY",,,
46.140.594,False,False,True,9153,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,129,Maker, ,Richards and Hartley Flint Glass Co.,ca. 1870–1890, ,Richards and Hartley Flint Glass Co. ,American,1867      ,1890      ,,,,ca. 1888,1885,1888,Pressed yellow glass,H. 4 1/8 in. (10.5 cm); Diam. 3 1/8 in. (7.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9153,https://www.wikidata.org/wiki/Q116331477,,"Metropolitan Museum of Art, New York, NY",,,
26.126.3,False,False,True,9154,733,The American Wing,1926.0,Tumbler,Tumbler,"British, possibly",,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Cut blown glass,H. 3 1/4 in. (8.3 cm); Diam. 3 in. (7.6 cm),"Gift of Mrs. John Bremond and Mrs. John Emory Meek, 1926",Possibly made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/9154,https://www.wikidata.org/wiki/Q116331497,,"Metropolitan Museum of Art, New York, NY",,,
26.126.4,False,False,True,9155,733,The American Wing,1926.0,Tumbler,Tumbler,"British, possibly",,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Cut blown glass,H. 3 1/4 in. (8.3 cm); Diam. 3 in. (7.6 cm),"Gift of Mrs. John Bremond and Mrs. John Emory Meek, 1926",Possibly made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/9155,https://www.wikidata.org/wiki/Q116331505,,"Metropolitan Museum of Art, New York, NY",,,
