Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
14.25.702,False,False,True,22263,,Arms and Armor,1914.0,Armor,Armor,German,,,,,18430,Armorer,Gorget plate of the helmet possibly marked by,Hans Michel,"German, Nuremberg 1539–1599", ,"Michel, Hans",German,1539      ,1599      ,,,,16th century and later,1500,1900,"Steel, brass, leather",Wt. 41 lb. 9 oz. (18.85 kg); Wt. of helmet 10 lb. 8 oz. (4.75 kg),"Gift of William H. Riggs, 1913",,,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/22263,,,"Metropolitan Museum of Art, New York, NY",,,
14.25.703,False,False,True,22264,,Arms and Armor,1914.0,Scale armor,Scale Armor,Chinese,,,,,,,,,,,,,,,,,,ca. 18th century,1650,1800,"Iron, tin, textile (hemp, velvet), pigment, gold",Wt. 23 lb. 9 oz. (10.69 kg); Wt. of helmet 3 lb. 11 oz. (1672.6 g),"Gift of William H. Riggs, 1913",,,,,,,,,,,,Armor for Man-Scale Armor,,http://www.metmuseum.org/art/collection/search/22264,,,"Metropolitan Museum of Art, New York, NY",,,
14.25.704a–o,False,False,True,22265,,Arms and Armor,1914.0,Composed armor for a youth,Composed Armor for a Youth,"Italian, German, French, and American",,,,,18437818479,Armorer|Etcher,Some elements made by|Etched decoration on some elements by,Raymond Bartel|Stanley J. Rowland Sr.,"French, died 1949|American, Shelburne Falls, Massachusettes 1891–1964 Greenwich, Connecticut", | ,"Bartel, Raymond|Rowland, Stanley J. Sr.",French|American,1849      |1891      ,1949      |1964      ,|,|,|,ca. 1560 and later,1535,1950,"Steel, leather, textile",H. approx. 55 in. (139.7 cm); Wt. 17 lb. 8 oz. (7937.9 g); Wt. of helmet 3 lb. 9 oz. (1615.9 g),"Gift of William H. Riggs, 1913",,New York,,New York,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/22265,,,"Metropolitan Museum of Art, New York, NY",,,
"14.25.705n, o",False,False,True,22266,,Arms and Armor,1914.0,Stirrups,Pair of Child's Stirrups,German or Spanish,,,,,,,,,,,,,,,,,,late 17th–18th century,1650,1800,Iron,Stirrup (n); H. 5 in. (12.7 cm); W. 3 3/4 in. (9.5 cm); D. 2 3/4 in. (7 cm); Wt. 5.2 oz. (147.4 g); stirrup (o); H. 4 3/4 in. (12.1 cm); W. 3 3/4 in. (9.5 cm); D. 2 3/4 in. (7 cm); Wt. 5.5 oz. (155.9 g),"Gift of William H. Riggs, 1913",,,,,,,,,,,,Equestrian Equipment-Stirrups,,http://www.metmuseum.org/art/collection/search/22266,,,"Metropolitan Museum of Art, New York, NY",,,
14.25.706a–q,False,False,False,22267,,Arms and Armor,1914.0,Armor for a youth,Armor for a Youth,French,,,,,,,,,,,,,,,,,,ca. 1550–55 and later,1525,1900,"Steel, brass, leather, traces of gold",H. 50 in. (127 cm); Wt. 14 lb. 5 oz. (6492 g); Wt. of helmet 14 oz. (396.9 g),"Gift of William H. Riggs, 1913",,,,,,,,,,,,Armor for Child,,http://www.metmuseum.org/art/collection/search/22267,,,"Metropolitan Museum of Art, New York, NY",,,
14.25.707,False,False,False,22268,,Arms and Armor,1914.0,Three-quarter armor for a youth,Three-Quarter Armor for a Youth,French,,,,,,,,,,,,,,,,,,ca. 1620 and later,1595,1900,"Steel, leather",H. as mounted 65 1/2 in. (166.4 cm); H. from helmet comb to knee cop 39 1/2 in. (100.33 cm); W. as mounted 23 1/2 in. (59.7 cm); D. as mounted 9 in. (22.9 cm),"Gift of William H. Riggs, 1913",,,,,,,,,,,,Armor for Child,,http://www.metmuseum.org/art/collection/search/22268,,,"Metropolitan Museum of Art, New York, NY",,,
14.25.710a–f,False,False,True,22269,371.0,Arms and Armor,1914.0,Armor,Armor of Giovanni Battista Bourbon del Monte (1541–1614),"Italian, possibly Brescia",,,,,,,,,,,,,,,,,,ca. 1590,1565,1615,"Steel, gold, textile, leather",Wt. of helmet 4 lb. 12 oz. (2155 g),"Gift of William H. Riggs, 1913",,possibly Brescia,,,,,,,,,,Armor for Man-1/2 Armor,,http://www.metmuseum.org/art/collection/search/22269,https://www.wikidata.org/wiki/Q116234835,,"Metropolitan Museum of Art, New York, NY",,,
14.25.711a–d,False,False,True,22270,371.0,Arms and Armor,1914.0,Armor,Armor,"Northern German, possibly Brunswick-Wolfenbüttel",,,,,,,,,,,,,,,,,,ca. 1560–65,1535,1590,"Steel, leather",Wt. 28 lb. 14 oz. (13.1 kg); helmet: Wt. 5 lb. 10 oz. (2551 g); breastplate: Wt.10 lb. 15oz. (4961 g),"Gift of William H. Riggs, 1913",,possibly Brunswick-Wölfenbüttel,,,,,,,,,,Armor for Man-1/2 Armor,,http://www.metmuseum.org/art/collection/search/22270,https://www.wikidata.org/wiki/Q116326576,,"Metropolitan Museum of Art, New York, NY",,,
14.25.712a–z,False,False,False,22271,,Arms and Armor,1914.0,Armor for the tilt,Armor for the Tilt,German,,,,,,,,,,,,,,,,,,ca. 1550 and later,1525,1900,"Steel, leather",Wt. 71 lb. (32.21 kg); Wt. of helmet: 10 lb. 13 oz. (4898.8 g),"Gift of William H. Riggs, 1913",,,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/22271,,,"Metropolitan Museum of Art, New York, NY",,,
14.25.713a–n,False,False,True,22272,,Arms and Armor,1914.0,Half armor,Half Armor,"probably Austrian, Innsbruck",,,,,,,,,,,,,,,,,,ca. 1560 and later,1560,1900,"Steel, leather",Wt. 37 lb. 5 oz. (16.92 kg); Wt. of helmet 5 lb. 7 oz. (2466.4 g),"Gift of William H. Riggs, 1913",,probably Innsbruck,,,,,,,,,,Armor for Man-1/2 Armor,,http://www.metmuseum.org/art/collection/search/22272,,,"Metropolitan Museum of Art, New York, NY",,,
