Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
46.140.435,False,False,True,9046,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,after 1886,1887,1896,Pressed cranberry glass,H. 3 7/8 in. (9.8 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9046,https://www.wikidata.org/wiki/Q116333835,,"Metropolitan Museum of Art, New York, NY",,,
46.140.462,False,False,True,9047,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,after 1886,1887,1896,"Pressed cranberry, opalescent and opaque white glass",H. 3 15/16 in. (10 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9047,https://www.wikidata.org/wiki/Q116333824,,"Metropolitan Museum of Art, New York, NY",,,
46.140.463,False,False,True,9048,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,after 1886,1887,1896,Pressed cranberry and opalescent glass,H. 4 in. (10.2 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9048,https://www.wikidata.org/wiki/Q116333791,,"Metropolitan Museum of Art, New York, NY",,,
46.140.464,False,False,True,9049,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,after 1886,1887,1896,Pressed cranberry and opalescent glass,H. 3 7/8 in. (9.8 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9049,https://www.wikidata.org/wiki/Q116333819,,"Metropolitan Museum of Art, New York, NY",,,
46.140.467,False,False,True,9050,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,after 1886,1887,1896,Pressed cranberry with opalescent glass,H. 3 5/8 in. (9.2 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9050,https://www.wikidata.org/wiki/Q116333801,,"Metropolitan Museum of Art, New York, NY",,,
46.140.468,False,False,True,9051,774,The American Wing,1946.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,after 1886,1887,1896,"Pressed canberry, opalescent and opaque white glass",H. 4 in. (10.2 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9051,https://www.wikidata.org/wiki/Q116333781,,"Metropolitan Museum of Art, New York, NY",,,
1985.19.1,False,False,True,9052,774,The American Wing,1985.0,Tumbler,Tumbler,American,,,,,124,Maker,Probably,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,1880–87,1880,1887,"Pressed cranberry glass, two-piece mold",H. 3 3/4 in. (9.5 cm); Diam. 2 1/2 in. (6.4 cm),"Friends of the American Wing Fund, 1985",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9052,https://www.wikidata.org/wiki/Q116333769,,"Metropolitan Museum of Art, New York, NY",,,
1985.19.2,False,False,True,9053,774,The American Wing,1985.0,Tumbler,Tumbler,American,,,,,124,Maker, ,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,1880–87,1880,1887,"Blown cranberry glass, two-piece mold",H. 3 13/16 in. (9.7 cm); Diam. 2 9/16 in. (6.5 cm),"Friends of the American Wing Fund, 1985",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9053,https://www.wikidata.org/wiki/Q116333451,,"Metropolitan Museum of Art, New York, NY",,,
1985.19.3,False,False,True,9054,774,The American Wing,1985.0,Tumbler,Tumbler,American,,,,,124,Maker, ,"Hobbs, Brockunier and Company",1863–1891, ,"Hobbs, Brockunier and Company ",American,1863      ,1891      ,,http://vocab.getty.edu/page/ulan/500330432,https://www.wikidata.org/wiki/Q16997505,1880–87,1880,1887,Blown blue and white opaque glass,H. 3 13/16 in. (9.7 cm); Diam. 2 5/8 in. (6.7 cm),"Friends of the American Wing Fund, 1985",Made in,Wheeling,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9054,https://www.wikidata.org/wiki/Q116333428,,"Metropolitan Museum of Art, New York, NY",,,
1977.256,False,False,False,9055,774,The American Wing,1977.0,Tumbler,Tumbler,American,,,,,2228222,Maker|Maker,Attributed to| ,Deming Jarves|Cape Cod Glass Works,1790–1863|1858–69, | ,"Jarves, Deming|Cape Cod Glass Works ", |American,1790      |1858      ,1863      |1869      ,|,http://vocab.getty.edu/page/ulan/500107928|,https://www.wikidata.org/wiki/Q5255369|,ca. 1860,1857,1860,Pressed glass,H. 3 3/4 in. (9.5 cm),"Gift of Mary and Bradford Kelleher, 1977",Made in,Sandwich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9055,https://www.wikidata.org/wiki/Q116393137,,"Metropolitan Museum of Art, New York, NY",,,
