Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"Burdick 221, N264.65",False,False,False,891496,,Drawings and Prints,1963,Print,Fanny Davenport from Actresses (N264) issued by P. Lorillard Company to promote Red Cross Long Cut Tobacco,,,,,,1751877932,Publisher|Lithographer,Issued by| ,P. Lorillard Company|Julius Bien,"American|American (born Germany), Naumberg 1826–1909 United States", | ,"P. Lorillard Company|Bien, Julius",American|American,1760      |1826      ,2014      |1909      ,|,|http://vocab.getty.edu/page/ulan/500003733,|https://www.wikidata.org/wiki/Q111094,1880s,1880,1889,Commercial color lithograph,Sheet: 2 1/4 × 4 in. (5.7 × 10.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891496,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.66",False,False,False,891497,,Drawings and Prints,1963,Print,Fanny Davenport from Actresses (N264) issued by P. Lorillard Company to promote Sensation Cut Plug Tobacco,,,,,,1751877932,Publisher|Lithographer,Issued by| ,P. Lorillard Company|Julius Bien,"American|American (born Germany), Naumberg 1826–1909 United States", | ,"P. Lorillard Company|Bien, Julius",American|American,1760      |1826      ,2014      |1909      ,|,|http://vocab.getty.edu/page/ulan/500003733,|https://www.wikidata.org/wiki/Q111094,1880s,1880,1889,Commercial color lithograph,Sheet: 2 1/4 × 4 in. (5.7 × 10.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891497,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.67",False,False,False,891498,,Drawings and Prints,1963,Print,Defailly from Actresses (N264) issued by P. Lorillard Company to promote Red Cross Long Cut Tobacco,,,,,,1751877932,Publisher|Lithographer,Issued by| ,P. Lorillard Company|Julius Bien,"American|American (born Germany), Naumberg 1826–1909 United States", | ,"P. Lorillard Company|Bien, Julius",American|American,1760      |1826      ,2014      |1909      ,|,|http://vocab.getty.edu/page/ulan/500003733,|https://www.wikidata.org/wiki/Q111094,1880s,1880,1889,Commercial color lithograph,Sheet: 4 × 2 1/4 in. (10.1 × 5.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891498,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.68",False,False,False,891499,,Drawings and Prints,1963,Print,Defailly from Actresses (N264) issued by P. Lorillard Company to promote Sensation Cut Plug Tobacco,,,,,,1751877932,Publisher|Lithographer,Issued by| ,P. Lorillard Company|Julius Bien,"American|American (born Germany), Naumberg 1826–1909 United States", | ,"P. Lorillard Company|Bien, Julius",American|American,1760      |1826      ,2014      |1909      ,|,|http://vocab.getty.edu/page/ulan/500003733,|https://www.wikidata.org/wiki/Q111094,1880s,1880,1889,Commercial color lithograph,Sheet: 4 × 2 1/4 in. (10.1 × 5.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891499,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.69",False,False,False,891500,,Drawings and Prints,1963,Print,Violet Defries from Actresses (N264) issued by P. Lorillard Company to promote Red Cross Long Cut Tobacco,,,,,,7932217518,Lithographer|Publisher, |Issued by,Julius Bien|P. Lorillard Company,"American (born Germany), Naumberg 1826–1909 United States|American", | ,"Bien, Julius|P. Lorillard Company",American|American,1826      |1760      ,1909      |2014      ,|,http://vocab.getty.edu/page/ulan/500003733|,https://www.wikidata.org/wiki/Q111094|,1880s,1880,1889,Commercial color lithograph,Sheet: 4 × 2 1/4 in. (10.1 × 5.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891500,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.70",False,False,False,891501,,Drawings and Prints,1963,Print,Violet Defries from Actresses (N264) issued by P. Lorillard Company to promote Sensation Cut Plug Tobacco,,,,,,7932217518,Lithographer|Publisher, |Issued by,Julius Bien|P. Lorillard Company,"American (born Germany), Naumberg 1826–1909 United States|American", | ,"Bien, Julius|P. Lorillard Company",American|American,1826      |1760      ,1909      |2014      ,|,http://vocab.getty.edu/page/ulan/500003733|,https://www.wikidata.org/wiki/Q111094|,1880s,1880,1889,Commercial color lithograph,Sheet: 4 × 2 1/4 in. (10.1 × 5.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891501,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.71",False,False,False,891502,,Drawings and Prints,1963,Print,Delbernaidee from Actresses (N264) issued by P. Lorillard Company to promote Red Cross Long Cut Tobacco,,,,,,1751877932,Publisher|Lithographer,Issued by| ,P. Lorillard Company|Julius Bien,"American|American (born Germany), Naumberg 1826–1909 United States", | ,"P. Lorillard Company|Bien, Julius",American|American,1760      |1826      ,2014      |1909      ,|,|http://vocab.getty.edu/page/ulan/500003733,|https://www.wikidata.org/wiki/Q111094,1880s,1880,1889,Commercial color lithograph,Sheet: 4 × 2 3/16 in. (10.1 × 5.6 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891502,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 221, N264.72",False,False,False,891503,,Drawings and Prints,1963,Print,Delbernaidee from Actresses (N264) issued by P. Lorillard Company to promote Sensation Cut Plug Tobacco,,,,,,7932217518,Lithographer|Publisher, |Issued by,Julius Bien|P. Lorillard Company,"American (born Germany), Naumberg 1826–1909 United States|American", | ,"Bien, Julius|P. Lorillard Company",American|American,1826      |1760      ,1909      |2014      ,|,http://vocab.getty.edu/page/ulan/500003733|,https://www.wikidata.org/wiki/Q111094|,1880s,1880,1889,Commercial color lithograph,Sheet: 3 3/4 × 2 1/4 in. (9.6 × 5.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891503,,,"Metropolitan Museum of Art, New York, NY",,,
Burdick 221(31),False,False,False,891504,,Drawings and Prints,1963,Print,"Album 221, Page 31",,,,,,,,,,,,,,,,,,,1880s,1880,1889,Commercial color lithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/891504,,,"Metropolitan Museum of Art, New York, NY",,,
2023.72.1,False,False,False,891505,,Drawings and Prints,2023,Print,Cloth no. 1,,,,,edition 25,1044771044761625747534,Printer|Printer|Artist|Publisher, | | | ,"Brian Rumbolo|Gregory Burnet|Richard Tuttle|Brooke Alexander, Inc."," | |American, born Rahway, New Jersey, 1941|New York", | | | ,"Rumbolo, Brian|Burnet, Gregory|Tuttle, Richard|Alexander, Brooke Inc.",American| |American|American,          |          |1941      |          ,          |          |9999      |          ,|||,||http://vocab.getty.edu/page/ulan/500116277|,||https://www.wikidata.org/wiki/Q836743|,2002–05,2002,2005,"Etching with aquatint, spitbite, sugarlift, softground, fabric collé",16 × 16 in. (40.6 × 40.6 cm),"Gift of the artist, 2022",,,,,,,,,,,,Prints,© Richard Tuttle,http://www.metmuseum.org/art/collection/search/891505,,,"Metropolitan Museum of Art, New York, NY",,,
