Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"Inst.68.8.4a, b",False,False,True,1404,774,The American Wing,1968.0,Furniture hardware,Furniture Hardware,,,,,,113,Retailer, ,Henry Kellam Hancock,1816–1851, ,"Hancock, Henry Kellam", ,1816      ,1851      ,,,,1820–30,1820,1830,Gilt brass,"a: H. 2 1/4 in. (5.7 cm); Diam. 2 1/2 in. (6.4 cm)
b: Diam. 3 5/8 in. (9.2 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,,,http://www.metmuseum.org/art/collection/search/1404,https://www.wikidata.org/wiki/Q116372297,,"Metropolitan Museum of Art, New York, NY",,,
"Inst.68.8.5a, b",False,False,True,1405,774,The American Wing,1968.0,Furniture hardware,Furniture Hardware,,,,,,113,Retailer, ,Henry Kellam Hancock,1816–1851, ,"Hancock, Henry Kellam", ,1816      ,1851      ,,,,1820–30,1820,1830,Gilt brass,"a: H. 2 in. (5.1 cm); Diam. 2 1/4 in. (5.7 cm)
b: Diam. 3 3/8 in. (8.6 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,,,http://www.metmuseum.org/art/collection/search/1405,https://www.wikidata.org/wiki/Q116372298,,"Metropolitan Museum of Art, New York, NY",,,
"Inst.68.8.6a, b",False,False,True,1406,774,The American Wing,1968.0,Column Base and Capital,Column Base and Capital,,,,,,113,Retailer, ,Henry Kellam Hancock,1816–1851, ,"Hancock, Henry Kellam", ,1816      ,1851      ,,,,ca. 1810–30,1815,1835,"Cast brass, mercury, gold","a: H. 1 3/4 in. (4.4 cm); Diam. 2 in. (5.1 cm)
b: Diam. 3 in. (7.6 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,,,http://www.metmuseum.org/art/collection/search/1406,https://www.wikidata.org/wiki/Q116372291,,"Metropolitan Museum of Art, New York, NY",,,
"Inst.68.8.7a, b",False,False,True,1407,774,The American Wing,1968.0,Furniture hardware,Furniture Hardware,,,,,,113,Retailer, ,Henry Kellam Hancock,1816–1851, ,"Hancock, Henry Kellam", ,1816      ,1851      ,,,,1820–30,1820,1830,Gilt brass,"a: H. 1 3/8 in. (3.5 cm); Diam. 1 5/16 in. (3.3 cm)
b: Diam. 2 in. (5.1 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,,,http://www.metmuseum.org/art/collection/search/1407,https://www.wikidata.org/wiki/Q116372299,,"Metropolitan Museum of Art, New York, NY",,,
33.120.618,False,False,True,1408,,The American Wing,1933.0,Capias,Capias,American,,,,,132,Maker, ,Edward Winslow,1669–1753, ,"Winslow, Edward",American,1669      ,1753      ,,http://vocab.getty.edu/page/ulan/500077139,https://www.wikidata.org/wiki/Q56451893,1718,1718,1718,Paper,12 1/2 x 7 7/8 in. (31.8 x 20 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1408,,,"Metropolitan Museum of Art, New York, NY",,,
1980.154.1,False,False,False,1409,774,The American Wing,1980.0,Capital,Capital,American,,,,,16276,Maker, ,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona", ,"Wright, Frank Lloyd",American,1867      ,1959      ,,http://vocab.getty.edu/page/ulan/500020307,https://www.wikidata.org/wiki/Q5604,ca. 1897,1894,1897,Painted plaster,3 1/2 x 8 x 11 in. (8.9 x 20.3 x 27.9 cm),"Anonymous Gift, 1980",Made in,Chicago,,,United States,,,,,,,,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/1409,https://www.wikidata.org/wiki/Q116390639,,"Metropolitan Museum of Art, New York, NY",Capitals,http://vocab.getty.edu/page/aat/300001662,https://www.wikidata.org/wiki/Q193893
1980.154.2,False,False,False,1410,774,The American Wing,1980.0,Capital,Capital,American,,,,,16276,Maker, ,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona", ,"Wright, Frank Lloyd",American,1867      ,1959      ,,http://vocab.getty.edu/page/ulan/500020307,https://www.wikidata.org/wiki/Q5604,ca. 1897,1894,1897,Painted plaster,12 x 14 1/2 x 18 in. (30.5 x 36.8 x 45.7 cm),"Anonymous Gift, 1980",Made in,Chicago,,,United States,,,,,,,,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/1410,https://www.wikidata.org/wiki/Q116390640,,"Metropolitan Museum of Art, New York, NY",Capitals,http://vocab.getty.edu/page/aat/300001662,https://www.wikidata.org/wiki/Q193893
1980.154.3,False,False,False,1411,,The American Wing,1980.0,Capital,Capital,American,,,,,16276,Maker, ,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona", ,"Wright, Frank Lloyd",American,1867      ,1959      ,,http://vocab.getty.edu/page/ulan/500020307,https://www.wikidata.org/wiki/Q5604,ca. 1897,1894,1897,Painted plaster,12 x 14 1/2 x 18 in. (30.5 x 36.8 x 45.7 cm),"Anonymous Gift, 1980",Made in,Chicago,,,United States,,,,,,,,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/1411,,,"Metropolitan Museum of Art, New York, NY",,,
1986.133.5,False,False,False,1412,,The American Wing,1986.0,Capital,Capital from Trading Room of the Chicago Stock Exchange,American,,,,,133,Designer,Designed by,Adler and Sullivan, , ,Adler and Sullivan ,American,          ,9999      ,,,,1893–94,1893,1894,Gilt plaster,34 3/4 x 32 3/8 x 4 in. (88.3 x 82.2 x 10.2 cm),"Purchase, Emily Crane Chadbourne Bequest, by exchange, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1412,,,"Metropolitan Museum of Art, New York, NY",,,
1980.462.2,False,False,True,1413,774,The American Wing,1980.0,Carafe,Carafe,American,,,,,,,,,,,,,,,,,,1850–70,1850,1870,Blown pattern-molded glass,H. 6 in. (15.2 cm); Diam. 5 1/4 in. (13.3 cm),"Anonymous Gift, 1980",Made in,Pittsburgh,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1413,https://www.wikidata.org/wiki/Q116372292,,"Metropolitan Museum of Art, New York, NY",,,
