Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
10.122.23,False,False,True,6965,774,The American Wing,1910.0,Salt,Salt,American,,,,,,,,,,,,,,,,,,1780–1825,1780,1825,Blown pattern-molded glass,2 1/2 x 2 3/4 in. (6.4 x 7 cm),"Rogers Fund, 1910",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6965,https://www.wikidata.org/wiki/Q116351910,,"Metropolitan Museum of Art, New York, NY",,,
10.122.24,False,False,True,6966,774,The American Wing,1910.0,Saltcellar,Saltcellar,American,,,,,,,,,,,,,,,,,,1780–1825,1780,1825,Blown pattern-molded lead glass,H. 1 1/2 in. (3.8 cm); Diam. 2 1/2 in. (6.4 cm),"Rogers Fund, 1910",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6966,https://www.wikidata.org/wiki/Q116351850,,"Metropolitan Museum of Art, New York, NY",,,
11.87.32,False,False,True,6967,774,The American Wing,1911.0,Saltcellar,Saltcellar,Mexican,,,,,,,,,,,,,,,,,,ca. 1840,1837,1840,Tin-glazed earthenware,H. 2 3/8 in. (6 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/6967,https://www.wikidata.org/wiki/Q116351862,,"Metropolitan Museum of Art, New York, NY",,,
11.87.70,False,False,True,6968,774,The American Wing,1911.0,Saltcellar,Saltcellar,Mexican,,,,,,,,,,,,,,,,,,ca. 1820,1817,1820,Tin-glazed earthenware,H. 2 5/8 in. (6.7 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/6968,https://www.wikidata.org/wiki/Q116351847,,"Metropolitan Museum of Art, New York, NY",,,
13.120.26,False,False,True,6969,774,The American Wing,1913.0,Saltcellar,Saltcellar,American or British,,,,,,,,,,,,,,,,,,1780–1825,1780,1825,Blown pattern-molded lead glass,H. 2 1/2 in. (6.4 cm); Diam. 2 3/4 in. (7 cm),"Gift of Frederick W. Hunter, 1913",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6969,https://www.wikidata.org/wiki/Q116351920,,"Metropolitan Museum of Art, New York, NY",,,
13.120.29,False,False,False,6970,774,The American Wing,1913.0,Saltcellar,Saltcellar,American or British,,,,,,,,,,,,,,,,,,1780–1825,1780,1825,Blown pattern-molded lead green glass,H. 3 1/8 in. (7.9 cm),"Gift of Frederick W. Hunter, 1913",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6970,https://www.wikidata.org/wiki/Q116392634,,"Metropolitan Museum of Art, New York, NY",,,
13.120.30,False,False,True,6971,774,The American Wing,1913.0,Saltcellar,Saltcellar,American,,,,,,,,,,,,,,,,,,1830–40,1830,1840,Blown pattern-molded lead amethyst glass,H. 2 1/4 in. (5.7 cm),"Gift of Frederick W. Hunter, 1913",Made in|Possibly made in,,,,United States,Midwest ,,,,,,,,http://www.metmuseum.org/art/collection/search/6971,https://www.wikidata.org/wiki/Q116351918,,"Metropolitan Museum of Art, New York, NY",,,
13.120.31,False,False,True,6972,774,The American Wing,1913.0,Saltcellar,Saltcellar,American or British,,,,,,,,,,,,,,,,,,1780–1825,1780,1825,Blown pattern-molded lead blue glass,H. 2 1/4 in. (5.7 cm),"Gift of Frederick W. Hunter, 1913",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6972,https://www.wikidata.org/wiki/Q116351891,,"Metropolitan Museum of Art, New York, NY",,,
13.120.32,False,False,True,6973,774,The American Wing,1913.0,Saltcellar,Saltcellar,American or British,,,,,,,,,,,,,,,,,,1780–1820,1780,1820,Blown pattern-molded lead blue glass,H. 2 5/8 in. (6.7 cm),"Gift of Frederick W. Hunter, 1913",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6973,https://www.wikidata.org/wiki/Q116351917,,"Metropolitan Museum of Art, New York, NY",,,
13.120.34,False,False,True,6974,774,The American Wing,1913.0,Saltcellar,Saltcellar,"British, probably",,,,,,,,,,,,,,,,,,1780–1825,1780,1825,Blown pattern-molded lead blue glass,H. 3 1/8 in. (7.9 cm),"Gift of Frederick W. Hunter, 1913",Probably made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/6974,https://www.wikidata.org/wiki/Q116351881,,"Metropolitan Museum of Art, New York, NY",,,
