Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
54.59.1,False,False,True,13561,,The American Wing,1954.0,"Bed hanging, blue-resist textile","Bed hanging, blue-resist textile",Indian textile for American market,,,,,,,,,,,,,,,,,,ca. 1725–75,1725,1775,"Cotton, painted and block-printed resist, dyed",Original measurements: 81 1/2 x 39 1/2 in. (207 x 100.3 cm),"Gift of Mrs. Reginald P. Rose and Franklin Benkard, 1954",Made in,,,,America,,,,,,,,,http://www.metmuseum.org/art/collection/search/13561,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
54.59.2,False,False,True,13562,,The American Wing,1954.0,"Bed hanging, blue-resist textile","Bed hanging, blue-resist textile",American,,,,,,,,,,,,,,,,,,ca. 1725–75,1725,1775,"Cotton, painted and block-printed resist, dyed",Original measurements: 80 x 39 1/4 in. (203.2 x 99.7 cm),"Gift of Mrs. Reginald P. Rose and Franklin Benkard, 1954",Made in,,,,America,,,,,,,,,http://www.metmuseum.org/art/collection/search/13562,,,"Metropolitan Museum of Art, New York, NY",,,
40.84a–h,False,False,True,13563,,The American Wing,1940.0,Curtain,Curtain,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,"Linen, block-printed","40.84a: 81 × 83 3/4 in. (205.7 × 212.7 cm); length includes 2 ½ in. tall curtain tabs
40.84b: 80 1/2 × 83 7/8 in. (204.5 × 213 cm); length includes 2 3/8 in. tall curtain tabs
40.84c: 80 1/2 × 83 3/4 in. (204.5 × 212.7 cm); length includes 2 ¼ in. tall curtain tabs
40.84d: 22 × 71 3/4 in. (55.9 × 182.2 cm); width includes 5 in. tall valance tabs
40.84e: 21 × 56 in. (53.3 × 142.2 cm); width includes 4 ½ in. tall valance tabs
40.84f: 12 × 84 1/4 in. (30.5 × 214 cm)
40.84g: 10 7/8 × 83 1/2 in. (27.6 × 212.1 cm)
40.84h: 11 × 73 in. (27.9 × 185.4 cm)","Rogers Fund, 1940",Made in,,,,Portugal,,,,,,,,,http://www.metmuseum.org/art/collection/search/13563,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506
13.207,False,False,False,13564,,The American Wing,1913.0,Bed Rug,Bed Rug,American,,,,,307,Maker, ,M. B., , ,M. B.,American,          ,9999      ,,,,1809,1809,1809,Wool embroidered with wool,102 x 99 3/8 in. (259.1 x 252.4 cm),"Rogers Fund, 1913",Probably made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13564,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
33.122,False,True,True,13565,,The American Wing,1933.0,Bed rug,Bed rug,American,,,,,307,Maker, ,N. L., , ,N. L.,American,          ,9999      ,,,,1796,1796,1796,Wool embroidered with wool,93 1/4 x 89 in. (236.9 x 226.1 cm),"Rogers Fund, 1933",Made in,Colchester,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13565,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
41.168.8,False,False,True,13566,,The American Wing,1941.0,Sheet,Sheet,American,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,"Linen, woven",82 x 67 in. (208.3 x 170.2 cm),"Gift of Miss Josephine W. How, 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13566,,,"Metropolitan Museum of Art, New York, NY",,,
62.142.1,False,False,True,13567,,The American Wing,1962.0,Bedspread,Bedspread,American,,,,,,,,,,,,,,,,,,ca. 1862,1859,1862,Linen lace,89 x 86 3/4 in. (226.1 x 220.3 cm),"Gift of Mrs. Ralphina Lowenstein, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13567,,,"Metropolitan Museum of Art, New York, NY",,,
63.21,False,False,True,13568,,The American Wing,1963.0,Bell Pull,Bell Pull,"French, probably",,,,,,,,,,,,,,,,,,ca. 1870,1867,1870,Wool embroidered with wool and silk thread,83 1/4 x 3 1/4 in. (211.5 x 8.3 cm),"Gift of Mrs. Janos Scholz, 1963",Made in,,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/13568,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1970.199.2,False,False,True,13569,,The American Wing,1970.0,Bell Pull,Embroidered Bell Pull,American,,,,,,,,,,,,,,,,,,ca. 1860,1857,1860,Embroidered,Dimensions unrecorded,"Gift of Miss Katherine L. Beach, in memory of her mother, Lucy McB. Beach, 1970",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13569,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1985.40.7,False,False,False,13571,,The American Wing,1985.0,Bonnet,Bonnet,"American, Shaker",,,,,8737,Maker, ,United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present", ,United Society of Believers in Christ’s Second Appearing,American,1750      ,9999      ,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1900,1800,1900,"Palm, silk, net, and cotton",11 1/2 x 10 in. (29.2 x 25.4 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1985",Made in,New Lebanon,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13571,,,"Metropolitan Museum of Art, New York, NY",,,
1985.40.4,False,False,False,13572,,The American Wing,1985.0,Bookmark,Bookmark,"American, Shaker",,,,,14538737,Maker|Maker, | ,E. J. Neale and Company|United Society of Believers in Christ’s Second Appearing (“Shakers”)," |American, active ca. 1750–present", | ,Neale and Company E. J.|United Society of Believers in Christ’s Second Appearing, |American,          |1750      ,9999      |9999      ,|,|(not assigned),|https://www.wikidata.org/wiki/Q1370167,ca. 1910,1907,1910,Woven silk,8 1/8 x 3 1/8 in. (20.6 x 7.9 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1985",Made in,Mount Lebanon,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13572,,,"Metropolitan Museum of Art, New York, NY",Buildings,http://vocab.getty.edu/page/aat/300004789,https://www.wikidata.org/wiki/Q41176
1992.2.2o verso,False,False,True,13573,,The American Wing,1992.0,Drawing,Mountain Sketch (from Sketchbook X),American,,,,,16230,Artist, ,William Trost Richards,"American, Philadelphia, Pennsylvania 1833–1905 Newport, Rhode Island", ,"Richards, William Trost",American,1833      ,1905      ,,http://vocab.getty.edu/page/ulan/500014455,https://www.wikidata.org/wiki/Q1985982,1885,1885,1885,Graphite on off-white wove paper,5 x 7 1/2 in. (12.7 x 19.1 cm),"Purchase, Gifts in memory of Stephen D. Rubin, 1992",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13573,,,"Metropolitan Museum of Art, New York, NY",Mountains|Trees,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q10884
