Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
08.136.2,False,False,True,11180,774,The American Wing,1908.0,Painting,Italian Girl,American,,,,,16458,Artist, ,William Morris Hunt,"American, Brattleboro, Vermont 1824–1879 Appledore, New Hampshire", ,"Hunt, William Morris",American,1824      ,1879      ,,http://vocab.getty.edu/page/ulan/500007307,https://www.wikidata.org/wiki/Q527599,1867,1867,1867,Oil on canvas,16 1/4 x 8 3/8 in. (41.3 x 21.3 cm),"Bequest of Martha T. Fiske Collord, in memory of her first husband, Josiah M. Fiske, 1908",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11180,https://www.wikidata.org/wiki/Q19925569,,"Metropolitan Museum of Art, New York, NY",Portraits|Girls|Profiles,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q4382010
06.170,False,False,True,11181,774,The American Wing,1906.0,Painting,Landscape,American,,,,,16458,Artist, ,William Morris Hunt,"American, Brattleboro, Vermont 1824–1879 Appledore, New Hampshire", ,"Hunt, William Morris",American,1824      ,1879      ,,http://vocab.getty.edu/page/ulan/500007307,https://www.wikidata.org/wiki/Q527599,ca. 1852–53,1849,1853,Oil on pressboard mounted on wood,"12 1/2 × 19 1/2 in. (31.8 × 49.5 cm)
Framed: 20 1/2 × 27 3/16 × 3 1/8 in. (52 × 69 × 8 cm)","Rogers Fund, 1906",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11181,https://www.wikidata.org/wiki/Q19924593,,"Metropolitan Museum of Art, New York, NY",Men|Dogs|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q191163
38.153,False,False,True,11182,,The American Wing,1938.0,Painting,"Sand Bank with Willows, Magnolia",American,,,,,16458,Artist, ,William Morris Hunt,"American, Brattleboro, Vermont 1824–1879 Appledore, New Hampshire", ,"Hunt, William Morris",American,1824      ,1879      ,,http://vocab.getty.edu/page/ulan/500007307,https://www.wikidata.org/wiki/Q527599,1877,1877,1877,Oil on canvas,24 x 42 in. (61 x 106.7 cm),"Gift of Francis M. Weld, 1938",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11182,https://www.wikidata.org/wiki/Q20176608,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
1970.167,False,False,True,11183,,The American Wing,1970.0,Drawing,The Thorpe Sisters,American,,,,,16458,Artist, ,William Morris Hunt,"American, Brattleboro, Vermont 1824–1879 Appledore, New Hampshire", ,"Hunt, William Morris",American,1824      ,1879      ,,http://vocab.getty.edu/page/ulan/500007307,https://www.wikidata.org/wiki/Q527599,,1824,1879,Conté crayon and white chalk on blue laid paper,10 13/16 x 7 in. (27.5 x 17.8 cm),"Rogers Fund, 1970",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11183,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
54.90.180,False,False,False,11186,,The American Wing,1954.0,Watercolor,"Old Steamship Row in the 1880's, New York",American,,,,,263,Artist, ,F. Leo Hunter,1862–1946, ,"Hunter, F. Leo", ,1862      ,1946      ,,http://vocab.getty.edu/page/ulan/500087894,https://www.wikidata.org/wiki/Q52155621,1881,1881,1881,Graphite and watercolor on paper,16 5/16 x 21 3/8 in. (41.4 x 54.3 cm),"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11186,,,"Metropolitan Museum of Art, New York, NY",New York City|Buildings|Carriages,http://vocab.getty.edu/page/tgn/7007567|http://vocab.getty.edu/page/aat/300004789|http://vocab.getty.edu/page/aat/300185335,https://www.wikidata.org/wiki/Q60|https://www.wikidata.org/wiki/Q41176|https://www.wikidata.org/wiki/Q235356
43.55.2,False,False,True,11187,,The American Wing,1943.0,Painting,Anna Watson Stuart,American,,,,,16510,Artist, ,Daniel Huntington,"American, New York 1816–1906 New York", ,"Huntington, Daniel",American,1816      ,1906      ,,http://vocab.getty.edu/page/ulan/500017937,https://www.wikidata.org/wiki/Q323987,ca. 1862,1859,1862,Oil on canvas,50 x 40 in. (127 x 101.6 cm),"Gift of Mrs. Denny Brereton, 1943",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11187,https://www.wikidata.org/wiki/Q20174707,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
92.10.41,False,False,True,11188,,The American Wing,1892.0,Painting,Cyrus W. Field,American,,,,,16510,Artist, ,Daniel Huntington,"American, New York 1816–1906 New York", ,"Huntington, Daniel",American,1816      ,1906      ,,http://vocab.getty.edu/page/ulan/500017937,https://www.wikidata.org/wiki/Q323987,1879,1879,1879,Oil on canvas,29 1/2 x 24 1/2 in. (74.9 x 62.2 cm),"Gift of Cyrus W. Field, 1892",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11188,https://www.wikidata.org/wiki/Q20174724,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
87.15.78,False,False,True,11189,,The American Wing,1887.0,Painting,John David Wolfe,American,,,,,16510,Artist, ,Daniel Huntington,"American, New York 1816–1906 New York", ,"Huntington, Daniel",American,1816      ,1906      ,,http://vocab.getty.edu/page/ulan/500017937,https://www.wikidata.org/wiki/Q323987,1871,1871,1871,Oil on canvas,43 1/4 x 37 3/8 in. (109.9 x 94.9 cm),"Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11189,https://www.wikidata.org/wiki/Q19923940,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
26.216.41,False,False,True,11190,,The American Wing,1926.0,Drawing,Landscape (from McGuire Scrapbook),American,,,,,16510,Artist, ,Daniel Huntington,"American, New York 1816–1906 New York", ,"Huntington, Daniel",American,1816      ,1906      ,,http://vocab.getty.edu/page/ulan/500017937,https://www.wikidata.org/wiki/Q323987,,1816,1906,Graphite on off-white wove paper,4 15/16 x 6 7/8 in. (12.5 x 17.5 cm),"Gift of James C. McGuire, 1926",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11190,,,"Metropolitan Museum of Art, New York, NY",Bridges|Landscapes,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q191163
64.95,False,False,True,11191,,The American Wing,1964.0,Painting,Mary Inman,American,,,,,16510416457,Artist|Former Attribution, |Formerly attributed to,Daniel Huntington|Henry Inman,"American, New York 1816–1906 New York|American, Utica, New York 1801–1846 New York", | ,"Huntington, Daniel|Inman, Henry",American|American,1816      |1801      ,1906      |1846      ,|,http://vocab.getty.edu/page/ulan/500017937|http://vocab.getty.edu/page/ulan/500021656,https://www.wikidata.org/wiki/Q323987|https://www.wikidata.org/wiki/Q3132855,1844,1844,1844,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Gift of Mrs. Dave Hennen Coddington, in memory of her husband, 1964",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11191,https://www.wikidata.org/wiki/Q19924071,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
