Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
49.126,False,False,True,10371,,The American Wing,1949.0,Painting,After a Long Cruise,American,,,,,16334,Artist, ,John Carlin,"American, Philadelphia, Pennsylvania 1813–1891 New York", ,"Carlin, John",American,1813      ,1891      ,,http://vocab.getty.edu/page/ulan/500119415,https://www.wikidata.org/wiki/Q1699546,1857,1857,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),"Maria DeWitt Jesup Fund, 1949",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10371,https://www.wikidata.org/wiki/Q19925143,,"Metropolitan Museum of Art, New York, NY",Fruit|Children|Sailors|Men|Women|Ships|Umbrellas,http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300386642|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300082981|http://vocab.getty.edu/page/aat/300046227,https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q45199|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q11446|https://www.wikidata.org/wiki/Q41607
68.222.17,False,False,True,10372,,The American Wing,1968.0,"Painting, miniature",The Allen Children,American,,,,,16334,Artist, ,John Carlin,"American, Philadelphia, Pennsylvania 1813–1891 New York", ,"Carlin, John",American,1813      ,1891      ,,http://vocab.getty.edu/page/ulan/500119415,https://www.wikidata.org/wiki/Q1699546,1847,1847,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10372,https://www.wikidata.org/wiki/Q19925428,,"Metropolitan Museum of Art, New York, NY",Portraits|Boys,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300247598,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q3010
37.168,False,False,True,10373,,The American Wing,1937.0,"Painting, miniature",Portrait of a Lady,American,,,,,16334,Artist, ,John Carlin,"American, Philadelphia, Pennsylvania 1813–1891 New York", ,"Carlin, John",American,1813      ,1891      ,,http://vocab.getty.edu/page/ulan/500119415,https://www.wikidata.org/wiki/Q1699546,1844,1844,1844,Watercolor on ivory,3 7/16 x 2 3/4 in. (8.7 x 7 cm),"Fletcher Fund, 1937",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10373,https://www.wikidata.org/wiki/Q19924537,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
1979.188,False,False,True,10374,,The American Wing,1979.0,"Painting, miniature",The Thompson Children,American,,,,,16334,Artist, ,John Carlin,"American, Philadelphia, Pennsylvania 1813–1891 New York", ,"Carlin, John",American,1813      ,1891      ,,http://vocab.getty.edu/page/ulan/500119415,https://www.wikidata.org/wiki/Q1699546,1846,1846,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),"Morris K. Jesup and Maria DeWitt Jesup Funds, 1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10374,https://www.wikidata.org/wiki/Q19923839,,"Metropolitan Museum of Art, New York, NY",Portraits|Boys|Girls,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q3031
05.36,False,False,False,10375,774,The American Wing,1905.0,Painting,Blackfish and Clams,American,,,,,16335,Artist, ,Emil Carlsen,"American (born Denmark), Copenhagen 1853–1932 New York", ,"Carlsen, Emil","American, born Denmark",1853      ,1932      ,,http://vocab.getty.edu/page/ulan/500005813,https://www.wikidata.org/wiki/Q5371205,1880–90 (?),1877,1890,Oil on canvas,34 1/4 x 38 3/16 in. (87 x 97 cm),"Gift of William A. Read, 1905",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10375,https://www.wikidata.org/wiki/Q20175575,,"Metropolitan Museum of Art, New York, NY",Still Life|Baskets|Fish,http://vocab.getty.edu/page/aat/300015638|http://vocab.getty.edu/page/aat/300194498|http://vocab.getty.edu/page/aat/300266085,https://www.wikidata.org/wiki/Q170571|https://www.wikidata.org/wiki/Q201097|https://www.wikidata.org/wiki/Q152
10.64.1,False,False,False,10376,774,The American Wing,1910.0,Painting,The Open Sea,American,,,,,16335,Artist, ,Emil Carlsen,"American (born Denmark), Copenhagen 1853–1932 New York", ,"Carlsen, Emil","American, born Denmark",1853      ,1932      ,,http://vocab.getty.edu/page/ulan/500005813,https://www.wikidata.org/wiki/Q5371205,1909,1909,1909,Oil on canvas,48 x 58 in. (121.9 x 147.3 cm),"Gift of George A. Hearn, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10376,https://www.wikidata.org/wiki/Q19924082,,"Metropolitan Museum of Art, New York, NY",Seascapes,http://vocab.getty.edu/page/aat/300117546,https://www.wikidata.org/wiki/Q158607
1978.86,False,False,True,10378,,The American Wing,1978.0,Watercolor,Forest Scene,American,,,,,239,Artist, ,Johann Hermann Carmiencke,1810–1867, ,"Carmiencke, Johann Hermann",American,1810      ,1867      ,,http://vocab.getty.edu/page/ulan/500085191,https://www.wikidata.org/wiki/Q821206,,1810,1867,Graphite and watercolor (possibly India ink) on buff-colored wove paper,13 3/4 x 19 7/8 in. (34.9 x 50.5 cm),"John Osgood and Elizabeth Amis Cameron Blanchard Memorial Fund, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10378,,,"Metropolitan Museum of Art, New York, NY",Forests|Trees,http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q10884
1977.377,False,False,True,10379,,The American Wing,1977.0,Drawing,Hyde Park,American,,,,,239,Artist, ,Johann Hermann Carmiencke,1810–1867, ,"Carmiencke, Johann Hermann",American,1810      ,1867      ,,http://vocab.getty.edu/page/ulan/500085191,https://www.wikidata.org/wiki/Q821206,1856,1856,1856,Graphite and white gouache on brown wove paper,16 3/16 x 24 1/16 in. (41.1 x 61.1 cm),"Morris K. Jesup Fund, 1977",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10379,https://www.wikidata.org/wiki/Q20179488,,"Metropolitan Museum of Art, New York, NY",Rivers|Mountains|Landscapes|Trees,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884
1979.272,False,False,True,10381,737,The American Wing,1979.0,Painting,Mountain Lake Scene,American,,,,,16334,Artist, ,John William Casilear,"American, New York 1811–1893 Saratoga Springs, New York", ,"Casilear, John William",American,1811      ,1893      ,,http://vocab.getty.edu/page/ulan/500013823,https://www.wikidata.org/wiki/Q2700128,1883,1883,1883,Oil on canvas,12 1/8 x 20 1/16 in. (30.8 x 51 cm),"Gift of Wendell S. Arrington, in honor of his parents, J. Earl Arrington and Genevieve T. Arrington, 1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10381,https://www.wikidata.org/wiki/Q20175600,,"Metropolitan Museum of Art, New York, NY",Lakes|Mountains|Boats,http://vocab.getty.edu/page/aat/300008680|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q23397|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q35872
1979.581,False,False,True,10382,,The American Wing,1979.0,Sketchbook,Sketchbook of Figure Studies,American,,,,,16334,Artist, ,John William Casilear,"American, New York 1811–1893 Saratoga Springs, New York", ,"Casilear, John William",American,1811      ,1893      ,,http://vocab.getty.edu/page/ulan/500013823,https://www.wikidata.org/wiki/Q2700128,,1811,1893,"Drawings in graphite, pen and ink, and watercolor on off-white wove paper affixed with adhesive wafers at corners to dark tan laid (ledgerbook) paper, bound in a cardboard cover with leather trim","Cover: 12 11/16 x 7 3/4 in. (32.2 x 19.7 cm)
Sheets: 12 11/16 x 7 3/4 in. (32.2 x 19.7 cm)","Maria DeWitt Jesup Fund,1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10382,,,"Metropolitan Museum of Art, New York, NY",Portraits|Flowers|Children|Men|Women|Crucifixion,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300404300,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q3235597
