Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
39.184.48a–d,False,False,True,4743,,The American Wing,1939.0,Lantern,Lantern,,,,,,,,,,,,,,,,,,,ca. 1770,1767,1770,"Bronze, glass",16 1/2 x 11 1/2 in. (41.9 x 29.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/4743,,,"Metropolitan Museum of Art, New York, NY",,,
"47.4a, b",False,False,True,4744,,The American Wing,1947.0,Lantern,Hanging Lantern,American,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,"Free-blown glass, metal",H. 24 1/2 in. (62.2 cm); Diam. 11 in. (27.9 cm),"Rogers Fund, 1947",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4744,,,"Metropolitan Museum of Art, New York, NY",,,
1979.479,False,False,True,4748,723,The American Wing,1979.0,Hall lantern,Hall Lantern,American,,,,,,,,,,,,,,,,,,1815–25,1815,1825,"Blown and cut glass, gilded brass",H. 12 1/2 in. (31.8 cm); Diam. 12 3/8 in. (31.4 cm),"Friends of the American Wing Fund, 1979",Possibly made in,Pittsburgh,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4748,https://www.wikidata.org/wiki/Q116366383,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
30.120.157,False,False,False,4749,774,The American Wing,1930.0,Lantern,Lantern,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,H. 24 3/8 in. (61.9 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/4749,https://www.wikidata.org/wiki/Q116392103,,"Metropolitan Museum of Art, New York, NY",,,
"42.197.11a, b",False,False,True,4751,,The American Wing,1942.0,Lantern clock,Lantern clock,,,,,,,,,,,,,,,,,,,ca. 1685,1682,1685,Brass,14 1/2 in. (36.8 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/4751,,,"Metropolitan Museum of Art, New York, NY",,,
Inst.65.1.3,False,False,False,4752,774,The American Wing,1965.0,Lantern,Lantern,American,,,,,173916588,Maker|Maker, | ,H. Van Buren Magonigle|Samuel Yellin,"1867–1935|American, born Russian Empire [now Ukraine], Mohyliv Podilskyi (Mogilev Podolsky) 1884–1940 New York City", | ,"Magonigle, H. Van Buren|Yellin, Samuel","American|American, born Russian Empire [now Ukraine]",1867      |1884      ,1935      |1940      ,|,http://vocab.getty.edu/page/ulan/500033029|http://vocab.getty.edu/page/ulan/500006910,https://www.wikidata.org/wiki/Q15492791|https://www.wikidata.org/wiki/Q7412975,1915,1915,1915,"Iron, glass",88 x 11 in. (223.5 x 27.9 cm),"Gift of Manuel Pollack and Morris Baris, 1965",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4752,https://www.wikidata.org/wiki/Q116392104,,"Metropolitan Museum of Art, New York, NY",,,
Inst.65.1.4,False,False,False,4753,774,The American Wing,1965.0,Lantern,Lantern,American,,,,,173916588,Maker|Maker, | ,H. Van Buren Magonigle|Samuel Yellin,"1867–1935|American, born Russian Empire [now Ukraine], Mohyliv Podilskyi (Mogilev Podolsky) 1884–1940 New York City", | ,"Magonigle, H. Van Buren|Yellin, Samuel","American|American, born Russian Empire [now Ukraine]",1867      |1884      ,1935      |1940      ,|,http://vocab.getty.edu/page/ulan/500033029|http://vocab.getty.edu/page/ulan/500006910,https://www.wikidata.org/wiki/Q15492791|https://www.wikidata.org/wiki/Q7412975,1915,1915,1915,"Iron, glass",88 x 11 in. (223.5 x 27.9 cm),"Gift of Manuel Pollack and Morris Baris, 1965",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4753,https://www.wikidata.org/wiki/Q116392105,,"Metropolitan Museum of Art, New York, NY",,,
1988.419.2,False,False,True,4754,774,The American Wing,1988.0,Cup,Cup,American,,,,,139,Maker,Attributed to,Charles Cartlidge and Company,1848–1856, ,Cartlidge and Company Charles,American,1848      ,1856      ,,,,1848–56,1848,1856,Porcelain,H. 3 5/8 in. (9.2 cm); Diam. 5 3/8 in. (13.7 cm),"Gift of Mr. and Mrs. I. Wistar Morris, 1988",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4754,https://www.wikidata.org/wiki/Q116366370,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1988.419.3,False,False,True,4755,774,The American Wing,1988.0,Saucer,Saucer,American,,,,,139,Maker,Attributed to,Charles Cartlidge and Company,1848–1856, ,Cartlidge and Company Charles,American,1848      ,1856      ,,,,1848–56,1848,1856,Porcelain,H. 1 1/4 in. (3.2 cm); Diam. 7 in. (17.8 cm),"Gift by Mr. and Mrs. I. Wistar Morris, 1988",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4755,https://www.wikidata.org/wiki/Q116366377,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
41.160.744,False,False,False,4756,774,The American Wing,1941.0,Latch,Latch,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,8 1/4 x 3 3/4 in. (21 x 9.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/4756,https://www.wikidata.org/wiki/Q116392106,,"Metropolitan Museum of Art, New York, NY",,,
