Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1991.26.13,False,False,True,14278,774,The American Wing,1991.0,Pepper shaker,Pepper Shaker,American,,,,,138,Maker, ,George Duncan and Sons,1874–1891, ,Duncan and Sons George,American,1874      ,1891      ,,,,ca. 1878–90,1875,1890,Glass,2 13/16 x 1 9/16 in. (7.1 x 4 cm),"Bequest of Marguerite Raeder Laporte, 1991",Made in,Pittsburgh,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14278,https://www.wikidata.org/wiki/Q116328940,,"Metropolitan Museum of Art, New York, NY",,,
1991.26.14,False,False,True,14279,774,The American Wing,1991.0,Salt dish,Salt Dish,American,,,,,138,Maker, ,George Duncan and Sons,1874–1891, ,Duncan and Sons George,American,1874      ,1891      ,,,,ca. 1878–90,1875,1890,Glass,1 11/16 x 1 9/16 in. (4.3 x 4 cm),"Bequest of Marguerite Raeder Laporte, 1991",Made in,Pittsburgh,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14279,https://www.wikidata.org/wiki/Q116328930,,"Metropolitan Museum of Art, New York, NY",Faces,http://vocab.getty.edu/page/aat/300251798,https://www.wikidata.org/wiki/Q37017
1983.180.51,False,False,False,14280,,The American Wing,1983.0,Drapery tieback,Drapery Tieback,,,,,,,,,,,,,,,,,,,1810–60,1810,1860,Brass,Diam. 2 1/8 in. (5.4 cm),"Gift of Harvey Smith, 1983",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/14280,,,"Metropolitan Museum of Art, New York, NY",,,
1991.26.9,False,False,True,14281,774,The American Wing,1991.0,Sugar bowl,Covered Sugar Bowl,American,,,,,138,Maker, ,George Duncan and Sons,1874–1891, ,Duncan and Sons George,American,1874      ,1891      ,,,,ca. 1878–90,1875,1890,Pressed glass,9 1/2 x 4 9/16 in. (24.1 x 11.6 cm),"Bequest of Marguerite Raeder Laporte, 1991",Made in,Pittsburgh,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14281,https://www.wikidata.org/wiki/Q116328958,,"Metropolitan Museum of Art, New York, NY",,,
1991.145,True,True,True,14282,743,The American Wing,1991.0,Library table,Library Table,American,,,,,330419882,Maker|Maker, | ,William Lightfoot Price|Rose Valley Shops,"1861–1916|(American, Delwarare County, Pennsylvania 1901–1906)", | ,"Price, William Lightfoot|Rose Valley Shops",American|American,1861      |1901      ,1916      |1906      ,|,http://vocab.getty.edu/page/ulan/500029370|,https://www.wikidata.org/wiki/Q8003025|,1904,1904,1904,"White oak, stained",29 1/2 x 66 x 39 1/2 in. (74.9 x 167.6 x 100.3 cm),"Sansbury-Mills Fund, 1991",Made in,Rose Valley,Delaware,Delaware,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14282,https://www.wikidata.org/wiki/Q29383051,,"Metropolitan Museum of Art, New York, NY",,,
1991.30.1,False,False,True,14283,774,The American Wing,1991.0,Salt,Salt,American,,,,,330,Maker, ,Stourbridge Flint Glass Works,1823–1845, ,Stourbridge Flint Glass Works ,American,1823      ,1845      ,,,,ca. 1828–35,1825,1835,Lacy pressed glass,1 1/2 x 3 5/8 x 1 15/16 in. (3.8 x 9.2 x 4.9 cm),"Gift of the Estate of Marguerite Raeder Laporte, 1991",Made in,Pittsburgh,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14283,https://www.wikidata.org/wiki/Q116328912,,"Metropolitan Museum of Art, New York, NY",,,
1991.30.2,False,False,True,14284,774,The American Wing,1991.0,Salt,Salt,American,,,,,,,,,,,,,,,,,,ca. 1830–40,1827,1840,Lacy pressed glass,1 5/8 x 3 7/8 x 2 1/16 in. (4.1 x 9.8 x 5.2 cm),"Gift of the Estate of Marguerite Raeder Laporte, 1991",Made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/14284,https://www.wikidata.org/wiki/Q116328882,,"Metropolitan Museum of Art, New York, NY",,,
"1991.30.3a, b",False,False,True,14285,774,The American Wing,1991.0,Toy tureen,Covered Toy Tureen,American,,,,,113,Maker,Probably,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts", ,Boston and Sandwich Glass Company ,American,1825      ,1888      ,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,ca. 1835–50,1832,1850,Lacy pressed glass,2 x 3 1/16 x 1 7/8 in. (5.1 x 7.8 x 4.8 cm),"Gift of the Estate of Marguerite Raeder Laporte, 1991",Made in,Sandwich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14285,https://www.wikidata.org/wiki/Q116328893,,"Metropolitan Museum of Art, New York, NY",,,
"1991.30.4a, b",False,False,True,14286,774,The American Wing,1991.0,Sugar bowl,Sugar Bowl,American,,,,,,,,,,,,,,,,,,ca. 1845–65,1842,1865,Glass,H. 8 in. (20.3 cm); Diam. 6 in. (15.2 cm),"Gift of the Estate of Marguerite Raeder Laporte, 1991",Probably made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/14286,https://www.wikidata.org/wiki/Q116328861,,"Metropolitan Museum of Art, New York, NY",,,
1991.30.5,False,False,True,14287,774,The American Wing,1991.0,Compote,Compote,American,,,,,,,,,,,,,,,,,,ca. 1845–65,1842,1865,Glass,H. 5 3/4 in. (14.6 cm); Diam. 7 3/16 in. (18.3 cm),"Gift of the Estate of Marguerite Raeder Laporte, 1991",Probably made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/14287,https://www.wikidata.org/wiki/Q116328849,,"Metropolitan Museum of Art, New York, NY",,,
