Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
43.162.3,False,False,True,6096,774,The American Wing,1943.0,Plate,Plate,American,,,,,193,Maker, ,William Billings,ca. 1768–1813, ,"Billings, William",American,1765      ,1813      ,,http://vocab.getty.edu/page/ulan/500332680,,1791–1806,1791,1806,Pewter,H. 3/4 in. (1.9 cm); Diam. 8 3/8 in. (21.3 cm),"Gift of Joseph France, 1943",Made in,Providence,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6096,https://www.wikidata.org/wiki/Q116352024,,"Metropolitan Museum of Art, New York, NY",,,
41.34.44,False,False,True,6097,774,The American Wing,1941.0,Plate,Plate,American,,,,,113,Maker, ,Thomas Danforth Boardman,1784–1873, ,"Boardman, Thomas Danforth",American,1784      ,1873      ,,http://vocab.getty.edu/page/ulan/500334231,https://www.wikidata.org/wiki/Q82160313,1804–after 1860,1804,1870,Pewter,H. 3/4 in. (1.9 cm); Diam. 7 5/8 in. (19.4 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Hartford,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6097,https://www.wikidata.org/wiki/Q116351928,,"Metropolitan Museum of Art, New York, NY",,,
43.162.5,False,False,True,6098,774,The American Wing,1943.0,Plate,Plate,American,,,,,1130116,Maker|Maker, | ,Thomas Danforth Boardman|Sherman Boardman,1784–1873|1787–1861, | ,"Boardman, Thomas Danforth|Boardman, Sherman",American|American,1784      |1787      ,1873      |1861      ,|,http://vocab.getty.edu/page/ulan/500334231|,https://www.wikidata.org/wiki/Q82160313|,1827–50,1827,1850,Pewter,H. 3/4 in. (1.9 cm); Diam. 6 1/2 in. (16.5 cm),"Gift of Joseph France, 1943",Made in,Hartford,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6098,https://www.wikidata.org/wiki/Q116351991,,"Metropolitan Museum of Art, New York, NY",,,
1987.227,False,True,False,6099,774,The American Wing,1987.0,Plate,Plate,American,,,,,1939194,Decorator|Manufacturer, | ,Marie B. Bohmann|R. Delinieres and Company, |1879–present, | ,"Bohmann, Marie B.|Delinieres and Company R.",American|French,          |1879      ,9999      |2002      ,Female|,|,|,1908,1908,1908,"Porcelain, overglaze enamel decoration",Diam. 10 in. (25.4 cm),"Friends of the American Wing Fund, 1987",Made in|Made in,Chicago,,,United States|France,,,,,,,,,http://www.metmuseum.org/art/collection/search/6099,https://www.wikidata.org/wiki/Q83560083,,"Metropolitan Museum of Art, New York, NY",,,
62.89.11,False,False,True,6100,774,The American Wing,1962.0,Plate,Plate,American,,,,,194,Maker, ,Robert Bonynge,active 1731–1763, ,"Bonynge, Robert",American,1728      ,1763      ,,,,1731–63,1731,1763,Pewter,Diam. 7 1/2 in. (19.1 cm),"Gift of Mrs. Stephen S. FitzGerald, 1962",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6100,https://www.wikidata.org/wiki/Q116351967,,"Metropolitan Museum of Art, New York, NY",,,
62.89.19,False,False,True,6101,774,The American Wing,1962.0,Plate,Plate,American,,,,,194,Maker,Probably,Thomas Byles,ca. 1685–1771, ,"Byles, Thomas",American,1682      ,1771      ,,,,1711–71,1711,1771,Pewter,Diam. 9 in. (22.9 cm),"Gift of Mrs. Stephen S. FitzGerald, 1962",Possibly made in|Possibly made in,Newport|Philadelphia,,,United States|United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6101,https://www.wikidata.org/wiki/Q116351943,,"Metropolitan Museum of Art, New York, NY",,,
43.162.12,False,False,True,6102,774,The American Wing,1943.0,Plate,Plate,American,,,,,194,Maker, ,Samuel Campmell,active 1814–18, ,"Campmell, Samuel",American,1814      ,1818      ,,,,1814–18,1814,1818,Pewter,H. 1/2 in. (1.3 cm); Diam. 5 1/4 in. (13.3 cm),"Gift of Joseph France, 1943",Made in,Baltimore,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6102,https://www.wikidata.org/wiki/Q116351921,,"Metropolitan Museum of Art, New York, NY",,,
1988.419.6,False,False,True,6103,774,The American Wing,1988.0,Plate,Plate,American,,,,,139,Maker,Attributed to,Charles Cartlidge and Company,1848–1856, ,Cartlidge and Company Charles,American,1848      ,1856      ,,,,1848–56,1848,1856,Porcelain,H. 1 in. (2.5 cm); Diam. 4 9/16 in. (11.6 cm),"Gift of Mr. and Mrs. I. Wistar Morris III, 1988",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6103,https://www.wikidata.org/wiki/Q116351925,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1988.419.7,False,False,True,6104,774,The American Wing,1988.0,Plate,Plate,American,,,,,139,Maker,Attributed to,Charles Cartlidge and Company,1848–1856, ,Cartlidge and Company Charles,American,1848      ,1856      ,,,,1848–56,1848,1856,Porcelain,H. 1 1/16 in. (2.7 cm); Diam. 7 3/8 in. (18.7 cm),"Gift of Mr. and Mrs. I. Wistar Morris III, 1988",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6104,https://www.wikidata.org/wiki/Q116351926,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1988.419.8,False,False,True,6105,774,The American Wing,1988.0,Plate,Plate,American,,,,,139,Maker,Attributed to,Charles Cartlidge and Company,1848–1856, ,Cartlidge and Company Charles,American,1848      ,1856      ,,,,1848–56,1848,1856,Porcelain,H. 1 3/16 in. (3 cm); Diam. 6 9/16 in. (16.7 cm),"Gift of Mr. and Mrs. I. Wistar Morris III, 1988",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6105,https://www.wikidata.org/wiki/Q116351927,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
