Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
17.108.30,False,False,True,3218,774,The American Wing,1917.0,Dish,Dish,Mexican,,,,,,,,,,,,,,,,,,ca. 1825,1822,1825,Tin-glazed earthenware,Diam. 14 5/8 in. (37.1 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/3218,https://www.wikidata.org/wiki/Q116370629,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
18.95.9,False,False,True,3220,774,The American Wing,1918.0,Dish,Dish,American,,,,,,,,,,,,,,,,,,ca. 1850,1847,1850,Earthenware,2 3/8 x 5 7/8 in. (6 x 14.9 cm),"Rogers Fund, 1918",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3220,https://www.wikidata.org/wiki/Q116370638,,"Metropolitan Museum of Art, New York, NY",,,
20.109.15,False,False,True,3221,774,The American Wing,1920.0,Dish,Dish,American,,,,,,,,,,,,,,,,,,1800–1850,1800,1850,Earthenware,H. 2 1/2 in. (6.4 cm); Diam. 6 5/8 in. (16.8 cm),"Gift of Robert Macauley Jackson, 1920",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3221,https://www.wikidata.org/wiki/Q116370641,,"Metropolitan Museum of Art, New York, NY",,,
30.74,False,False,True,3222,774,The American Wing,1930.0,Dish,Dish,Chinese,,,,,,,,,,,,,,,,,,1780–90,1780,1790,Porcelain,Diam. 6 1/8 in. (15.6 cm),"Gift of Mrs. J. Insley Blair, 1930",Made in,,,,China,,,,,,,,,http://www.metmuseum.org/art/collection/search/3222,https://www.wikidata.org/wiki/Q116370637,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
30.120.274,False,False,True,3223,774,The American Wing,1930.0,Dish,Rayed Dish,,,,,,,,,,,,,,,,,,,1820–40,1820,1840,Blown molded lead glass,H. 2 in. (5.1 cm); Diam. 10 in. (25.4 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/3223,https://www.wikidata.org/wiki/Q116370640,,"Metropolitan Museum of Art, New York, NY",,,
34.100.107,False,False,True,3224,774,The American Wing,1934.0,Dish,Dish,British (American market),,,,,,,,,,,,,,,,,,ca. 1825,1822,1825,"Earthenware, gaudy dutch",Diam. 9 7/8 in. (25.1 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Staffordshire,Staffordshire,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/3224,https://www.wikidata.org/wiki/Q116370639,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
34.100.108,False,False,True,3225,774,The American Wing,1934.0,Dish,Dish,British (American market),,,,,,,,,,,,,,,,,,ca. 1825,1822,1825,"Earthenware, gaudy dutch",Diam. 9 7/8 in. (25.1 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Staffordshire,Staffordshire,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/3225,https://www.wikidata.org/wiki/Q116370632,,"Metropolitan Museum of Art, New York, NY",Grapes|Flowers,http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q10978|https://www.wikidata.org/wiki/Q506
34.100.109,False,False,True,3226,774,The American Wing,1934.0,Dish,Dish,British (American market),,,,,,,,,,,,,,,,,,ca. 1825,1822,1825,"Earthenware, gaudy dutch",Diam. 9 7/8 in. (25.1 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Staffordshire,Staffordshire,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/3226,https://www.wikidata.org/wiki/Q116370634,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
34.100.110,False,False,True,3227,774,The American Wing,1934.0,Dish,Dish,British (American market),,,,,,,,,,,,,,,,,,ca. 1825,1822,1825,"Earthenware, gaudy dutch",Diam. 8 in. (20.3 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Staffordshire,Staffordshire,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/3227,https://www.wikidata.org/wiki/Q116370630,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
34.100.220,False,False,True,3228,774,The American Wing,1934.0,Dish,Dish,American,,,,,,,,,,,,,,,,,,1857,1857,1857,Earthenware with slip decoration,H. 2 in. (5.1 cm); Diam. 6 3/8 in. (16.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3228,https://www.wikidata.org/wiki/Q116370628,,"Metropolitan Museum of Art, New York, NY",,,
